food_id,type,food_name,spicy,soup,menu_explain,thumbnail_picture,detail_picture
1,Noodle,쫄면,SPICY,NOT SOUP,쫄면은 한국 요리의 국수 요리로 차갑고 쫄깃한 면에 고추장과 채소 등을 넣어 비벼서 먹는 음식이다. 쫄면은 1970년대 인천에서 유래되었다. 쫄면은 실수로 만들어진 음식이다. 1970년대 초 국수공장 '광신제면'에서 냉면을 뽑으려다가 사출기를 잘못 끼워 두꺼운 면이 만들어졌다.,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/08/fbaed261c9c3ce081b3a45489a2255b51.jpg,http://gdimg.gmarket.co.kr/2133790878/still/600?ver=1627601975
2,Noodle,베트남쌀국수,NOT SPICY,SOUP,"퍼는 쌀국수 바인 퍼를 쇠고기나 닭고기 등으로 낸 국물에 말아 내는 국수 요리로, 베트남의 국민 음식이다. 한국에서는 퍼를 베트남 쌀국수라 일컫는 경우도 많으나, 베트남에는 퍼 외에도 다른 쌀국수 요리들이 있다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/06/ee00d6e59def943bc0eb0354fb58a00d1.jpg,http://www.chungjungone.com/knowhow/images/blog/recipe/r292_20180206/1.jpg
3,Noodle,짜장면,NOT SPICY,NOT SOUP,짜장면 또는 자장면은 양파 등 채소와 돼지고기에 춘장을 넣어 식용유와 함께 볶은 양념을 굵은 국수에 비벼서 먹는 한국식 중국 요리이다. 짜장면은 중국의 자장몐이 한국식으로 변형된 것이다. 산동 요리를 기반으로 하는 대부분 한국식 중국 요리처럼 그 대표격인 짜장면은 인천이 시발점이다.,https://ww.namu.la/s/d4c53737b61fec8cf0fa02206d85a5022fc5465593f2e0190648f7c5911acd836a5f7a1db0f19f0136ec1c178d782465a9455b31d178b79df5133fc6b493a41f6acde683b0a01c418bd30dfe56c67705,https://i.ytimg.com/vi/Yn8ZFTBCJJQ/maxresdefault.jpg
4,Noodle,짬뽕,SPICY,SOUP,"짬뽕은 해산물 혹은 고기와 다양한 채소를 기름에 볶은 후, 닭뼈나 돼지뼈로 만든 육수를 넣어 끓이고 삶은 국수를 넣어 먹는 한국식 중국 요리이다.",https://upload.wikimedia.org/wikipedia/commons/b/bb/Jjamppong.jpg,https://ww.namu.la/s/59e38463248a267f7ec2f7bfe9ce01263901d62d8308361fca0928d108dec9197835db674ba6900a656b13d0cefef7451182a40d50860a1e7dc773fbcdc5677af14542a5ba383d25c5e2953169a1e244090528adf54aae6697b3cae03a4975cf
5,Noodle,해물칼국수,NOT SPICY,SOUP,설명 없음,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/3feb9e89be9c5a82081dfac85f5faf23.jpg,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBYWFRgVFhYZGBgaHBweGRwaGhwcGhoYGhoaHBgaGBocIS4lHCErHxoYJjgmKy8xNTU1GiQ7QDs0Py40NTEBDAwMEA8QHxISHzQrJSs0NDQ2NDE0NDQ/NDQ0NDQ0NDQ0NjQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NP/AABEIAMIBAwMBIgACEQEDEQH/xAAcAAACAgMBAQAAAAAAAAAAAAAEBQMGAAECBwj/xAA9EAACAQIEBAUCBQIEBwADAQABAgADEQQSITEFQVFhBiJxgZEyoRNSscHRB0JykuHwFBUjYoKi8UPC0iT/xAAZAQADAQEBAAAAAAAAAAAAAAABAgMABAX/xAAsEQACAgICAQMCBgIDAAAAAAAAAQIRAyESMQQiQVETYQUUMoGRsXHhQqHB/9oADAMBAAIRAxEAPwCjLThtJpwqSRUnMpSj0e48cX2dMR0kL07w/B4J6jBUUsx2AFyZ6BwLwAos+IOY/kU6D/E3P2+Y6c5EZvFiWzznAcHqVWy00Zz/ANovb1Owlu4b/TWs1jVdaY6DzN9tB8z0/DYdKahURUUclAA+0nvKLEvfZxz8uT/SqK3wvwThaIF1NRhzc3H+UaSxU6aqMqqFA2AAA+BOhNmw3lKSOWUpSdydm5sCDvi1G2vpImxTHbSawUHTk1AOcAzk7kzYmo1BhricnEjvBxMM2jUTHFdpwcX2+8FckQerWsCegvAg0dVfE2GWp+E1VA+2UsL3PL17RiMYO8+Z8fjS7s5uSzMT6kkz0n+nfidqiGhUbM6fQSdWTmD1I/SZ6Aj1JcUJ2K46iKEqgyTNAGhuHmw4iOvi1RS7uEUbsTYD3Mh4fx+nWBak4cA2PY++sFmLHpOWSL0xw5i3pCUxAOxvNZiQrOCs7DzDCAhKwPH8OpVlyVUR16MAfg7iMSJwVmMeX+I/6YIQXwrZTv8Ahubg9lbl7zzDF4N6bsjqVZTYg7gz6cKzyT+qmBC4hKgH1pY9ypt+hEWXVnRgfKXFnmppzAkMdJEUkHKzuUEiC0yS2mQBofII04Pwt67inTFydzyUc2Y8hO/D3h2tiW8gyoD5nb6R6fmPYfaes8H4VTwyZKY/xMfqc9Sf25R4Qb2wZ/IjjVLbOeBcEp4Zcqi7n62I1bsOg7RrmkWaSIhM6Vo8qUnJ2zoTskKLsbCB4ziKJ5R5m6dPWJq2KZzdjftyEHIyiN6/Exsgv3MEaszfUbwJXnT1QASTYTBoLDzYxQJst2PQawWhh2fzOSiclGjN3b8o7b+kIxHEaVBN1QD7n9zJyyKIyiEqlQ/2gep/iaNNx0PpFLcRr1RdEKIf7m0J+YLh+JsjhHqLqTmJOx5anS0i8zvobjosSMxGik/b9ZMEc8lH/l/AiuriHNB3RgXUH6TcNbW3uJWqXiOvvmFj11/+QPM12K6Rc6mEqnmg+Yj429Smj5h/Y1iNr5TB8B4kqM2VlP8AiF7e8O8dPbBVCTY5dPUx1kb2ZRvR8+1k17fzLt4J4eDTd00qI4Zfa4yn1BIPrK2oVlbTcD7a/wAyweBsbkqP+UkD1JuDb4EXNNuLa9ikYJPZ6FgeLqwB2PMfrD8RxNFTNmzE/So+om17C88+xWK/DrOo2vcD1i7H4l33J0+m24O2krik5xTIzXF0CeI+M18RWtUugU3VOSjqeptzjTwTxTI+Tk5v720lN4niWZ8tySbKx625X594VQ4ktEhvqcbKOv8A3Hl6RpP2QEvk9wpYkWNzYDmZVvEH9Q6FC6Uf+tUH5Tamp/7n5+gnmnF/EWJxOjuQn5F0X36xQacyTfZiw8X8c46uTmrui8lpkoAOl1OY+5gOB8UY2kwZMTWv0Z2ZT6qxIMV5ZvLHpC2e/wD9P/GYxyFagCV0AzAfS6/nQHbXccveXKfNvhLiTYfE0qgvo4Vu6McrD4N/afRlGoCLg3EXp0ElIiLxTwBMXSyHRxqjdG79jH85MIYycXaPnbivC6lBylRCrD4I6g8xFrJPoTjvA6WJQo41/tYfUp7H9p414l8OVcI9nGZD9DjZux6HtIShW0ejhzqen2V3LMkuWZJl6Po1FVFCoAqgWAAsAOgAmi0iZ4Th6V9TtOw8c6pU+Z2irinGN0pn1b+P5kPGuLZiUQ+X+4jn2HaImqRHIaMQlak7WpF2eN+GcPapqNF5sdh2A5n9InL2RSiN64UXY2/X4muCUvx3NR2BRGsiLrdh/c9tj0Bjuv8Ah0F8oFzuTqzHv1iHA49jXfImRzqb2GcdbbH13hbfyNFJp0QeLeMvSIVbqd7kHbt1gnhSkKqvjK5z5SQgOwtu1tu0fcfoJisO6MLOoOn9yONQe1/uDKb4T4u2GY0qiOaLnco3kJ0NwRsZBR9TA7UaGPE+NO7ZVay/YRclPMwGrMTYAdTtLHj/AA2tTz0HFjqFO1ux5RrwXgqYZM7kF7ankvZf5k3Bt7JtNs6wuHXDYYhjY2LP0vbaU/CVCiglNxzEP4zxsYip+BT8yqbuR21C95M2C/GyhXCqPqv15DWEsoaDeBUzVcXGg1bpYbD3gH9QMZ+Ky4ZD/wBz+g2Hz+kJreIKeGRqSLd+bX0J6kxDSdLZ8+eszXI1Kgdz07RuWhowp2/2PPcTh2So6kXF7397H9Y2wHEfwxZUB7knTUnTpvH/ABt8NVWzAUaq6rvkPW55XPWLuHcFZ1zMwUctiT7X0EpxjJbJSckLnqu7l23PLl2nGPxZUZBox3P5V69iYTXQo7Ku4vYna3XvFowrEknUnmZRNJUtE+3bFtVQNFHv/rykVLCnpHacPnTYAAX27nb43M3OMVtg4uT0AUOHM2wm8VgxT0ci/wCUat8cveN8Hw5mNwzovW2ViPk/tCjhEQXVVY8yfMfUkyOTzYwdJFY+M3tlPdxe2Ww+ZPUoAZSDe4ubA6W7yxVOGNXRmVUuBfSwIHeVvD4klchNwpOXsCbm3uJfFl5q6J5IU9BXAsNnxFJLbut/QG5+wnv1GpY6Ty3+nvC71vxWH0jyjnc7z1FVmbuWgcaWxlRrX/cScNeKVJBvDqNW/rzhQCYwHinDkr02p1FzKw9weRHQiHg3nJEYydHimP8AA+KSoyoAyg+U6ajlMntGWZE+nEv+ZkB4WnmMH4/xHIPw0Op+rsOnvDsRWFGmWO9tO55CUqrVLsWY3JNzDJ+xKKs2x0g1apaSFoCimrWWkm7HU9BzPsJGTKxQ74Fw41SGa4S+pHMjkP5j7i3FkoJlWw5Kok1RlpUwq6Ko/TmZ554hrO//AFP7SbL6dYspOKqJkre+iTGcXd23ux210H8AdYZR4qjIqYkED/8AHVXRh3K75eh521lUo1ChuNzYG4v5dyPfSH1nFQF2HmN7b6dAOki8rgrfuaclEseLqmktKtnzl1qqzLs6oCye42gPAfHCImSpRcHra8N8R0RQwuFplQWVXJXYFihLg2IO7HUG888dHSxa9jsQbj0vKt70U5JxXJF/x39QltanRYnvoJVOLeIcVX0d8i/lTpBcNSd75EZrb2BNvWdJhna4Ck235W9bw18g5RXSDuA48UTYAW+57mZjuIM7kAurE3BUnLlF7hgNLQalw9nBN1XLa12sbn8vxGGDVAoLavoCVIF2udPi0ST4/caNs1R4dnGTMtyNixGp5hhoT6xRiOFYikcyEkf3KeVuh5iXGhhSqZ8mUWAJI76EXEHbiIViuTMLC99pBTd9HRHE5dPZWMPRSsPM7Kx0I3v2N9RGFLCMrBMoI1Gu9h0I15RjjOHpXUmmMj7jQWJH++sX4OjXRwrhcxNrX8/IX15RnKT1f8gSittbMxXAGq3tcaaXNyPQypcQ4PVpsQ17DY/z0np1Goj6gkgMVv1A0De5B+07xOGRhl0PQm94VmcQSwxntHkSUm6n2a32nYxTKbZ3Fu5l04p4TDAsjZD22MpXEsBVp3zgMAeX62M6ITUzmnicPYIHF3G1Rv8AfvB63GKm2f7CJnf2nK6yyxx+ERc5fI4w3iCshJRwLgg6DUG1/wBBIcDj1Q3KA976j0vAhT9ukkSgTyhaVUCLado9I8M+IKZ0U2PMHRvW3P2noWA4irgeYXnhnAuGNUqKAStiCW6C/Lv2nqlHAopDKf8A2P7aTn4yjL0u19y/KMl6lT+xb7ztGtrF2CxNxY/UNNefoYwQ3llKyDVB9N76yQwClUse3OGq0dCGWmTqZCYq3ijF5nFMHRdT6n/SI7zeKrF3ZzzJMiLSMmWiqN4mplTvCfBFFQaldt75V9N2Pzb4iTH19D8Rvwipkw4A7n5Mm3Wx60T8d4pdwm9zqO3Scjhpq2V2yoOQA36RNhGz1WdtlufjaWOlW/6YZrWHIae9+cSWo2uwrugepwTDL5WRmvs12+9jaT4bgFEMjqzZVYFlNmBty6jX1kn43W9v3m3rb2+oarbZhzESE79M0CcE9iPx7jg9dUBvkQ39XK/sIo4ciMrUn+l9L9D/AGsPQ6y0cV4ImJTOvlqhdDybmFb72PK/SUrD1CpynQgkEHcEaEGWcadg5clXwC0w6OQCVZSRcHmDaPqGNd1ArIjhdiRZ/wDMsAxrMalkBLsBmsL62Ggt6ax5gOCV2XM7BOgPmPwI3aFqgDE08M+7PTI5kB1+1jIUwliDTdKi+W4RstQkHcI3Pt2jbHeHGNvOo6ki32uYN/yegNPxjm0N1yixGxGhtJyTborGUVHvZZeEVRVV0OoK2AO+Ura5O5JPxNVuDqQCBqAPfS/+ki4HTyOTmDgjQ2tr5Sb+4J9zJavFCjBWFrMVOvLMQptzBushOLiPDI6dEZwbsL5RpsLkaaafaQ4ijmGiiw2uTmG4Nm5RvhMYlRtDYjcfoZnEPw1NifNa9hIcm9plMcozKtTQp5AdBcqO2pyn9I1oU1dN7kfNtwQfST0KRUM2XyN89Pi8V/8AEfhuLjyG4vaxXcqf294E7avtnQ00m49IkxmBIF1bMO/LsREeJpqB/wBTLry3vHr8YpguBdgBoSLa2G4PQyo4+hUqOeum21u3aU4cemCGTlqQox/AFYF6a+3I+nSJ6eEsT5RsQbjb52M9JwOGKizaabRdxbgRe7oAG6cj6nrGxeZvjIbN4cXHlHT/ALIOLcJTy9GRGU26qLj5uPaJjQyGxlywoWthkVtHp3He3+jW+TFZwOfMh0YA2PcS6yJ6Z57TiDYCpppaPcLiiJUK1F0JGxBjPAu+hY6dP5lHronfLsuGHxkcYPiGY2vrz/Yym0q8YYPEWYH/AHaP2LVF1DQzD1LjuIqwlXMgPt7iG4Z7N6ysXoRrYwzTJHeZGFPOiZHiKllJnZizG1MxyjYHX1kJHSgWs94z4fifJkMzCUxaTNhwdbWk5JVTDeyJrIhA3bf9oXgMSHQIx00uelmv+20DfC33aDtVemRlII7j7GBbAy21KtxYbX6fEVcVqMlPOCMyMCl+fb3/AJg2E4kxBz/6RnSdKgZQNtNdupt6nn2iSuzJUiXhHFFa9tt+4vqQfQ3ijjfCs2J/EQi7DNltoXXQ/PlJ9TM4XQs76W8x095x4l4qUq0lQEkBi1t/NlAtbnofiUU/SZR9RxTJpUy6oS9znNvMDzv0g+L4/WVVKkDTa17X13+fmGYLFMpDm/m3zXv73jHG8PSvTbyKGIOVh+b+2/UXtIRzLImlpr2OyGFYcsXNJp+/sVPFcZWuuWoMjfmBOU+tyY38L8HRELnK5LfUupUaZcpHMaH1lSr4Zla2U6GxFr6g7Ee0dUHC0TXoMabqQHQHysNAfKdLgxFO+zr8/wADFp49X+6HzYc0MyqzFScyXO1uQO8go4gv5joSLNrfMb3JPTlFx4/+NTAay1FN9NARrqPmxEM4ZVDoDzFwfk2kfKyS4tR9v6PA8iOTFeN6f/gRXqGmudNSu47cx7byXgtU1XznW43P6wau8l4LXVLoDa2w7Hb+Jy4J3GmP+H5NuJaWa4y8gLacr73iXitIFSFW+nTQ9u8YBWOt7W1J/QTbVcolnK3bPbiq0iiPTVw6O5D3umgULsLEADkLfeE8B4slK1OspbW2YC+Xlv0kvi7FEGm4FmuRfsRz67QDgYqX1IseZ0l1P08uzneNqVdDdEZ3Nj/0wdDYgt8w6uvlsJyVbkRb9YRTp5hY2HpOKXqk+KPTi6inJlLfFNRxGYDMN8p2PWPwQSG/MAR6EXizxVggtmG4kHC8UCti1mXVfXmvvuPfrO/FFuCbR5nlcXK4hXEMOL367yTC4cW5GE4lM6hv0kGGcAES/JtaOPjsOpYcc0B9v4hSYNCNLg9QSfsZFh6mU76Q9KYbY2Y/B9RBHK09iyjfQw4WpVLEg66EbbAfOkYI8S0KxFhtyPr1+Y1RrgHtOyDIscZpk5oHyiZKCHnFVrXiHAVgz1EJ8wYsO6mwPwf1jrEneVDiGZKudDZgbg/seokHo6Vst1E2EJVot4VjVrLddH/uTn6p+YfcfeHXkpoyJCZFUoZ1Njvt2M7ptcwtKGlzoJONt6GdJFcWsyMQwvaMcNjwuoBkdanncsPpva/pvMxK2soGseVM1NEuCxbs9lGrHn30vLkmHRF2F7ak7n1MqmFoNRys6/Vs3T/tPQxlX4iStr3nI/JUZODQvJSlSVURcWqI3ltduVt4BTxtSj5DtuAdr9oz4dRzHNa5tK34mxTrWVFIJsCdNNTt8W+Yk8b/AFxdM9Tw5vJL6Ula+/sKcRjHLuX0dmv2sdAR25e0mrUiVBWorA2zA6Anppvv9oS6q4ytvb49Ou0SYnC/htcpm6Nc/IAA/eJCpPen/Z6+RtR9LSr56+wNjKTI5GxB0/USx+GeIjzo2zC9ueYaafaVfFYoub2t/pO8JVK+fkpF7dOf2nVx6s8z8QxRyYeUv1Jdr5LvUUjfeAYcZsSovYZdbfaFcTxafhiqD5SN/Sa8J0gxLtbzjQnW3acMcLjJ/bR4PhYayuXwW/DMuUqDrpOa1M2MJWgijMbX5lbEfK7QLHY1QDY+0d430z2lOtoqPiWsGKDo1/bYwnA0r2C79oBVR69dUBAvcnTRFH1Me1v26x2yBR+Glwv/ALMerH/YE6I4HJJMSfkRj12ShgAAzjfZfN99B8XkNasbFkvpyIt8WM3kCiw3m2Gkr+WxpVRFeVku7/YruNxDVN9YNTolfpJFxY2Nrjoesb4rDi9xIRTlYriqRKcuUuRwcU4Wy7k66aeotOEc3vJ8k7FMQ6Jsko4smwba8ZVcUGyhLgjmL3+YpchOV/Wap4pgdALff5gcUwbLHhiFUZmvrue52j2m2gBlW4RTLuGck21A2A9hvyljU6zoh1ojJbHmHPlHpMndNbAekyVEPO+J0ClR0PIke3L7St8Vw1zPQ/F+BswqDY6N6jaU7FptIT0Xi7IeG8HSyu7Zfy2JB7HTX0Algfh9VlzLa2lxUNz8ix/WLMPh2bLtZbbm20ftjsijQH3iWq2F3ehFiMS9IgfhLfrnsD6HKYLUxFer5Wsim+im5I6E8/gRjxHGo4I2PeKsA6lxnJyjpfX0tIucYumzphhlKLaXQ/4PQCpkt6iQY3BujZluw5W/iMsNxukqnQC2wsbn0sP1MITidN9j8xJ8cipP+Aw54nbX8onwJFVAGW19CpiLiuAei3Modj07GOqZAYMpt+na4hbOaqHy6AeYbgeh5ibJgjkjXv8AJyzj6uSKqnEsi/vKua2esahN9zY/b2lg45w4gMU2INx/EpjsVJ5GQjilFcZM9f8ADIpxk730GY7FWtlNiOfpzhFOs7plYA3Gtxb9NorwtDO2u3OWfDYfSCfGFJm83ylGoRfXYFwThtFyy1ATvl0BF+V7m4hvE+D3VUppcX1AEYUKCLrpD1xelgYV5UG9nk/U+5Xv+S1giqyHKp20P2ENwaug+ggehjrDcUdDuGB0IYXBHruIUnEUJ1XJ9xGaxz6kVhmcfZChsW1tjeLMWKzaojk2ttoJdmFNgLb8/XtbeRkEA5WDdiSCPS28tDAo9uzT8ltaVFP4BgnpI71BZ6jBBffIozN8kp/ljBmt6wrGElQCNmJ9mA//AJMXO95foitnQM2zyIGcs0RhIq7yNXU6bGQ1alzOKmGa9raxv8hCikkNEgAkbyHhuHcOMxNunIxhx9wERRvfl0sb/tJOW6Q1boV4lhcDmN5uisHwywynTsZVAeh/wpbC8cYFMzgd/sNTFWBFl9f9/vLBwqnZS3XQfv8AtOiCOeQxvMnN5koIS4/CiqhQ8x8HkZ5lxXDFCyMNRPTsLVuLRL4q4N+Iv4iDzqNR1H8iJONoeEqZ5pR4vk8rICRzuR8iHJiKTLmfEhT+RUZmPQX0A+Yk4rh7G8W0VuwvOVwvTPQjOKS4rZZUxNMqdGz3smqAe4Ot/eCf8UQdQ4HPy3/TSAvTJW24GwgYqWuABf1aw+8j9GPui8fJn7MtmDFJjY4jIejo2/Q22hf/AC7yllr0Tbkr6/5bSoU6xdtNHPU6eiX2hyViun+/fpEeCD6W/wDI68iX/J/9Ie4biDLoTGtLiCvpexle/CuudfeRK50A1mxcoupE88MclyiWbFObdZV8bhMxIDEIxzMvLMNL266mWDBYd2WzNaFf8sVdQqse4B/WVk1ZyY8ksbuLKzg8DeygaczHYwtNFBNtPv7bH0hT4YW+jKewH7aiBVsETqGOnuP5h4JonP1v1EOMqBxoET/CAh/9YEKFX+1z9mli4ayqQrhRfYn6T7w+tTpsSci+wEV+PFq3RCUI30VNTiBzR/UWjDDYbEOLmkAOuYAH0vHuBwaM2gGmsnxRLsVDFQummlzzk/y0V/oyjXTZWsRnT6kdR1AzD/1MgqcWZhY1Cf8AFe49zrLOMI357/4rGDvw1Bq5HoBKRxOPTYdiIcXAy3scu/MnW99ee3xH68Ww7oQQFJFjYf7tAMTiKKaCmD6r/MG//wA9TQ0wp6gWPystF1psen7gTuoJAYW5ai9u8hdyxCrqT0kfE+Eml50JZPuPWF8MTKjPztYHpzNppKlY12YnDbfW6r2vrDkNFd2DH5+wgOAoisxzNlVeXW/6w9+HUhsfm055Tp02OkQVscugVdN+kExILNmY36dhDKhRBpYnkLQWtVCJnYX5KOrW0EbGr6M2AO4zkD/ZjLDLe0RUy17ncm59ZZeFIbBj7S0dugSi4xsc4OgSVQSzIoACjYaQPhuFyLc/UfsIcgnVCNI5ZOzoJMk3rpNyvETkxbRqZTGlKpmEWMk7oVcpgaGKz4x8NXDVaY03ZRy7ieYVaZR7GfRCsGEoni/wZnBqUBZtyg/Vf4kJR9ysJ1pnnuHolwe0gfDXJAB7X3PrCKLNTYhgQRoRDEUORltmOg2+19jIzjfR0QnTElSgQw9Ta2lyo5H3ndLEHRWsQPn55wvjalXyNoQSewO1r8yLb35wLBISb8hzkkmuzock1ZYuHYgXy30MMwWHX8Qgn0iFjYafaTYHFFWDE6c5VQtHPKTT0XUplW99BN08UL2uZX24mxBANxyhOHrk2bbSx+TIyx2T5Dk1+Wb5E4RSQSxDcwQLH0PWAYmso03PXaF4ZDkzdrm2tulz62ipSj0NohxQOxBU9bWH/wBheEx5Hkc7bHty/eReIa5CLlJsy3U20a45d9x2tEuEDlhYk2FiT1uf2tLWwNJouvD6qkmx5concsHPqb/MlwC5CG+YRik/vXW8VptCLTMot1BhmVMua9zzW3m9uvtK+/EjtY6TeH4pc6gwxaRmhw2R7gi3Zhb4B3iDiGCyMGX6b69pY8OQ6+vX/WD4vC39OkLVoydCSnjLu9GsbEgFSRcFSPLmtrtpfXbXrBUTLdVN+Vj0Gxjypwik5V3N3UWGpGm+tt9Yv4rwZwM1M3Pe4P8A4sNveO9rZk6YI9EITY722F//AJNrRd9s1uuw9zAGxWIXQu4t0bUfMAruznz1ah/xa/vJvHFuxuTHGIrUqIu7h25Kmuvdth95AhaoRUcAH+xRsi9u56wLD4BDqST6xllLEIg1OmkaK+ANkVDCh302EvXBuG5QHYf4R+5kfA+BCmAzjzcl6dz/ABHwE6IQ92SlNvRq15InTpNW5Cac2FvmWSok3Zs1JkgzTIbNR3acMkkBmxBYTilUKmMKdQMIFlmAEaiagWLfEXhSniQWHkqfmA0P+Ic55fxfg1bDPZ1IHJhqp9DPbKOIvoZvE4ZKilXUOp3BFxJuJSMmj5+r1SwsRcTnDMF8uvaelcc/p6rXfDNlP5G+n/xbcSmf8qq4eparTK7gEjyk9m2kpRS9isZv2Bv+EqP9KED4nLYJxussC1NNJi25zJ0ZtsTYai4Yaac+klq1GXygkDoYe56TlaYO+sDdhQBSquD9Wkb4fENbLmsvtIDwZGF1JUxPi6LocrbcjFcVIydD7E4tSMgOY9ekIwdQLoAdeZi3g+DuM7bcu8a1aovYRJKjXZO2KY6Xt6QhOIWAGUA8yCde+Umw9pFh8Bn8xv7dJmIwQGxPvF9SVmtEr4qmx1X5nSYlB9IA9opNFztrOPwqgOxgthpFhp4oNdc2U/2tyDdG6A9fSE4LElvK4ynruPtENAON1h9IueVhCmwNIZ18OrDoesDatkOVhpyPL5gFfjIRiu4HPp27xdiuOswORCfWPoHFjDiGCD6qQG+x9YlPB3J82UekJ4NiK9XREZ9ddLZfUnQS4YLgezVTc/lU6e55xoxb6Fcq0U7AcGqO+RBcDdjoo9TLvwngyUBf6n5sf/1HKMkphRlUAAchOrS8IJCSk2aAmz0E7RZpmlUiTdm2Nh3/AE9IHiKwUEk2A3JmsViVRSzEAAXJM8h8aeM2rk0qRK0xueb/AOkzlQ8IORZ8Z/UHDo7KMzWNrjY+kyeQ5pqJyL/TR9Mo0lEDpVIQrQkCYToGRgzsRkwNGFOk6SoRME7FoRSWnWBmVqCOCrKGB5EXEHKTauRA4hTE+P8ACVF9UvTPbVfgyvY7wpiE1WzjsbH4Mvq4jrJM4Mm4DqTPIMRhHQ+dWX1BE5pmevPTVtCAR3izEcAw76mmoPVdD9ojxsdTKLS5C8g4rRVkueWvxLq/hel/azL9/wBYt4l4Sd1KpWC36p/Bi/TaCpIquGr5wLHQCbQhX9Yzw3gjE0yLVEYf+Qh7+EnaxLKD2P8AIiOEg80Bf8YxGRTYb6AX+d7dptmYj6rxnR8LMNyP838QtPD7cytvcxfpyZuURHhKLNttzP8AEZLRCjWOKXCgNMw9hMqcGRvqZiOg0EeOJpdAckxKlRWOm05xIZhZFJPYSxUeHU0HlQe+v6wpbDbT0hWJ+4rl8FLw3hao+r2Qd9T8CO8J4aopqwznvovxHdpsgSscUUCU2yKnTVRlUBR0AsPtO7TftMMqok7MAm/Wc5rSNnh6BtnbvA8XilRSzEAAXJMjx2PSmpd2Cgbkzx7xl4tbEsUQkUwf83c9oJMpCHI68Z+LmxLGnTJFIf8Av3PaUxzNs0jJkm7OhJJUjLzJqZAGz6PpQunNzJRHITLO1mTITHYnQmTITHazDMmRhSF5gmTIAolWdiZMgZkaM0ZkyIMaM1MmTGMmTJkJjRmjMmQGOJ0syZMuws6M3MmShM2uxnDTJkwCJoPW2m5kDGR5V/Uqq11GY26XNvieetMmScjpj0jgzkzJkUcyZMmQAP/Z"
